   0.000000E+00,   0.100000E+01,   0.500000E+00
   0.150546E+00,   0.106072E+01,   0.308086E+00
   0.301308E+00,   0.109329E+01,   0.125831E+00
   0.450119E+00,   0.109940E+01,  -0.412959E-01
   0.597883E+00,   0.108195E+01,  -0.192262E+00
   0.745351E+00,   0.104351E+01,  -0.326159E+00
   0.893169E+00,   0.986492E+00,  -0.442194E+00
   0.104194E+01,   0.913208E+00,  -0.539717E+00
   0.119228E+01,   0.825913E+00,  -0.618217E+00
   0.134484E+01,   0.726831E+00,  -0.677322E+00
   0.150036E+01,   0.618159E+00,  -0.716784E+00
   0.165975E+01,   0.502069E+00,  -0.736451E+00
   0.182066E+01,   0.383314E+00,  -0.736431E+00
   0.198054E+01,   0.266788E+00,  -0.718445E+00
   0.214027E+01,   0.154529E+00,  -0.684667E+00
   0.230067E+01,   0.483568E-01,  -0.637133E+00
   0.246249E+01,  -0.500801E-01,  -0.577802E+00
   0.262652E+01,  -0.139289E+00,  -0.508589E+00
   0.279365E+01,  -0.217915E+00,  -0.431384E+00
   0.296495E+01,  -0.284712E+00,  -0.348054E+00
   0.314178E+01,  -0.338517E+00,  -0.260437E+00
   0.332613E+01,  -0.378180E+00,  -0.170326E+00
   0.351351E+01,  -0.401813E+00,  -0.828103E-01
   0.369650E+01,  -0.409614E+00,  -0.366951E-02
   0.387707E+01,  -0.403813E+00,   0.664814E-01
   0.405677E+01,  -0.386273E+00,   0.127112E+00
   0.423684E+01,  -0.358668E+00,   0.177754E+00
   0.441836E+01,  -0.322580E+00,   0.218043E+00
   0.460244E+01,  -0.279538E+00,   0.247722E+00
   0.479032E+01,  -0.231043E+00,   0.266644E+00
   0.498348E+01,  -0.178577E+00,   0.274750E+00
   0.517953E+01,  -0.124795E+00,   0.272210E+00
   0.537421E+01,  -0.728253E-01,   0.260227E+00
   0.556908E+01,  -0.239424E-01,   0.240263E+00
   0.576556E+01,   0.207446E-01,   0.213679E+00
   0.596504E+01,   0.602562E-01,   0.181788E+00
   0.616909E+01,   0.937263E-01,   0.145871E+00
   0.637965E+01,   0.120382E+00,   0.107194E+00
   0.659944E+01,   0.139505E+00,   0.669967E-01
   0.682980E+01,   0.150271E+00,   0.269837E-01
   0.705308E+01,   0.152294E+00,  -0.815364E-02
   0.727283E+01,   0.147122E+00,  -0.380693E-01
   0.749180E+01,   0.136008E+00,  -0.624973E-01
   0.771211E+01,   0.120067E+00,  -0.812168E-01
   0.793574E+01,   0.100351E+00,  -0.940870E-01
   0.816485E+01,   0.778810E-01,  -0.101052E+00
   0.840212E+01,   0.536594E-01,  -0.102130E+00
   0.864000E+01,   0.297903E-01,  -0.977128E-01
   0.887717E+01,   0.759472E-02,  -0.887869E-01
   0.911628E+01,  -0.122004E-01,  -0.762997E-01
   0.935984E+01,  -0.289761E-01,  -0.611449E-01
   0.961071E+01,  -0.422050E-01,  -0.441898E-01
   0.987274E+01,  -0.514295E-01,  -0.262851E-01
   0.101521E+02,  -0.562154E-01,  -0.826099E-02
   0.104245E+02,  -0.563012E-01,   0.721292E-02
   0.106919E+02,  -0.526419E-01,   0.196583E-01
   0.109591E+02,  -0.460752E-01,   0.289601E-01
   0.112297E+02,  -0.373400E-01,   0.350423E-01
   0.115074E+02,  -0.271348E-01,   0.378913E-01
   0.117970E+02,  -0.161382E-01,   0.375549E-01
   0.120863E+02,  -0.566796E-02,   0.344054E-01
   0.123760E+02,   0.357659E-02,   0.291246E-01
   0.126706E+02,   0.111839E-01,   0.223363E-01
   0.129752E+02,   0.168202E-01,   0.146312E-01
   0.132961E+02,   0.202126E-01,   0.658301E-02
   0.136368E+02,   0.211155E-01,  -0.107111E-02
   0.139648E+02,   0.197464E-01,  -0.700570E-02
   0.142900E+02,   0.167426E-01,  -0.111723E-01
   0.146194E+02,   0.126191E-01,  -0.135561E-01
   0.149598E+02,   0.784783E-02,  -0.141831E-01
   0.153152E+02,   0.294635E-02,  -0.131492E-01
   0.156673E+02,  -0.131019E-02,  -0.108596E-01
   0.160247E+02,  -0.465281E-02,  -0.775517E-02
   0.163961E+02,  -0.688089E-02,  -0.423600E-02
   0.167936E+02,  -0.784348E-02,  -0.685568E-03
   0.172002E+02,  -0.749336E-02,   0.226348E-02
   0.175966E+02,  -0.617805E-02,   0.420917E-02
   0.179968E+02,  -0.426894E-02,   0.516670E-02
   0.184129E+02,  -0.208500E-02,   0.517840E-02
   0.188436E+02,  -0.429758E-05,   0.436739E-02
   0.192745E+02,   0.160360E-02,   0.303745E-02
   0.197207E+02,   0.260970E-02,   0.146774E-02
   0.202013E+02,   0.293001E-02,  -0.853750E-04
   0.206944E+02,   0.257787E-02,  -0.125587E-02
   0.211772E+02,   0.180345E-02,  -0.186057E-02
   0.216732E+02,   0.840072E-03,  -0.193981E-02
   0.222011E+02,  -0.100743E-03,  -0.156163E-02
   0.227258E+02,  -0.759662E-03,  -0.925934E-03
   0.232750E+02,  -0.107104E-02,  -0.218619E-03
   0.238874E+02,  -0.100330E-02,   0.395106E-03
   0.244770E+02,  -0.667052E-03,   0.694496E-03
   0.250000E+02,  -0.288755E-03,   0.717967E-03
